id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
15132,5,5,3,6,6,6,5,4,6,3,6,5,4,2,5,6,2,8,2,6,0.46
15133,4,5,4,3,3,3,4,6,5,4,2,2,8,6,3,5,3,6,4,7,0.44
15134,3,4,5,3,4,6,5,4,5,5,6,7,4,7,3,4,3,4,5,9,0.48
15135,4,3,3,8,2,7,10,4,4,4,4,4,3,3,5,6,2,4,3,7,0.46
15136,7,5,7,6,7,6,3,5,5,3,4,5,3,6,2,4,5,8,8,7,0.555
15137,7,4,3,4,5,3,3,6,3,8,4,5,5,4,5,3,4,3,8,3,0.46
15138,7,7,5,4,2,9,5,3,3,8,0,3,5,6,4,4,5,5,4,3,0.485
15139,3,6,6,6,1,3,4,1,4,3,2,2,4,6,4,4,4,5,8,4,0.39
15140,5,9,4,8,5,2,4,5,5,4,3,5,7,3,5,7,3,4,4,5,0.485
15141,5,8,7,6,2,3,4,6,10,6,1,6,4,3,3,3,7,8,6,7,0.5
15142,4,4,5,7,5,5,1,4,7,6,3,3,2,7,6,6,3,5,5,9,0.51
15143,2,7,10,5,4,6,3,5,5,8,1,7,6,5,4,6,2,4,4,2,0.5
15144,6,2,5,6,4,7,8,5,5,3,3,1,6,8,6,5,7,8,9,3,0.54
15145,5,6,6,3,4,5,7,6,4,12,4,4,3,5,6,7,2,7,3,1,0.555
15146,4,2,6,5,7,3,5,7,5,8,9,6,4,5,2,6,5,4,3,9,0.535
15147,5,7,6,7,3,5,7,4,8,3,8,6,7,4,6,3,9,5,5,3,0.59
15148,4,3,4,4,8,4,9,7,2,8,5,9,7,8,4,3,4,7,6,4,0.565
15149,3,5,5,4,6,8,5,5,3,3,6,8,0,3,7,3,6,6,4,5,0.46
15150,5,2,1,9,10,4,6,9,5,4,2,3,3,4,3,6,8,1,9,5,0.515
15151,7,5,5,4,3,5,5,1,4,5,4,3,6,7,5,8,5,3,7,8,0.495
15152,4,3,6,7,7,9,4,8,2,3,3,3,8,5,5,6,5,4,8,4,0.535
15153,6,10,4,6,6,9,6,4,7,8,7,6,4,6,4,5,6,6,4,7,0.605
15154,6,3,4,4,7,4,4,3,7,3,8,5,7,5,3,5,4,5,4,5,0.49
15155,2,9,5,8,6,3,3,4,5,4,4,6,5,9,6,6,7,3,5,2,0.51
15156,7,4,3,4,3,9,4,7,5,6,6,4,5,7,8,9,9,5,2,4,0.59
15157,3,9,3,6,4,5,4,6,6,9,5,4,5,7,3,7,4,3,8,3,0.55
15158,7,7,5,7,3,3,4,4,5,4,5,3,3,6,8,5,6,7,2,4,0.52
15159,2,8,5,4,7,9,6,6,7,3,3,2,3,3,5,6,3,4,9,5,0.53
15160,4,0,3,7,5,5,10,8,8,4,7,6,4,3,5,6,4,5,7,5,0.53
15161,7,3,5,8,5,4,5,2,3,4,1,3,3,5,6,2,5,4,6,3,0.405
15162,4,4,5,3,8,6,4,3,7,9,3,4,4,5,6,3,8,6,6,6,0.525
15163,7,5,6,4,3,5,3,5,6,0,5,6,6,9,5,3,5,4,2,3,0.47
15164,5,5,5,5,0,8,5,7,7,4,7,3,3,6,9,8,6,5,3,3,0.535
15165,3,3,6,5,5,9,7,6,3,3,3,6,7,3,4,2,3,5,2,7,0.435
15166,5,4,2,4,5,6,7,3,3,5,3,5,6,5,5,5,9,3,4,2,0.455
15167,1,2,4,7,7,7,4,5,3,3,5,7,4,9,3,6,4,7,4,5,0.475
15168,6,5,5,6,10,8,5,6,2,3,2,8,0,7,3,5,7,3,6,2,0.52
15169,4,4,5,5,1,2,4,7,10,0,4,7,3,2,5,1,3,3,3,6,0.415
15170,3,5,3,5,3,5,4,8,8,5,2,6,7,2,4,8,1,3,6,8,0.49
15171,6,3,6,3,8,6,2,2,3,5,6,7,9,7,6,7,6,2,7,2,0.55
15172,5,5,6,4,8,3,5,3,6,5,8,4,5,8,6,3,6,5,4,5,0.56
15173,5,4,4,8,2,2,7,4,7,3,5,2,8,6,9,5,8,5,4,3,0.525
15174,4,3,3,8,3,3,7,4,4,5,9,3,5,8,6,7,9,3,6,0,0.555
15175,7,5,5,4,3,4,8,5,7,3,6,4,3,12,7,3,3,4,6,7,0.555
15176,1,6,8,5,5,3,2,3,3,7,9,6,9,2,5,8,9,4,7,3,0.53
15177,5,5,2,3,4,10,3,5,4,7,7,1,1,9,2,2,6,8,2,7,0.455
15178,6,3,3,2,4,10,6,5,8,5,2,3,3,5,4,3,6,8,3,5,0.52
15179,8,5,10,7,10,6,6,4,4,7,4,4,7,2,4,4,1,7,4,6,0.565
15180,7,3,7,8,6,4,4,3,7,2,8,10,7,3,7,8,4,7,3,8,0.615
15181,4,1,6,6,6,3,4,3,8,6,6,3,7,4,4,4,3,6,4,6,0.49
15182,5,8,2,5,5,5,6,7,1,5,4,4,3,7,4,5,3,4,9,0,0.47
15183,7,3,7,7,2,4,3,10,4,7,4,7,6,6,3,3,6,1,8,1,0.515
15184,5,4,5,2,6,1,3,6,2,7,9,4,7,3,6,6,5,7,4,5,0.465
15185,2,5,4,5,1,4,3,6,4,9,6,5,2,2,1,3,5,4,6,8,0.42
15186,1,4,6,5,8,4,5,9,6,4,2,7,3,9,6,4,3,5,10,6,0.545
15187,6,7,4,5,5,6,10,8,6,2,5,8,5,1,8,5,6,4,7,5,0.6
15188,4,3,1,4,6,5,6,3,5,6,5,2,6,4,1,5,4,4,6,6,0.43
15189,9,4,6,5,3,2,4,1,5,8,3,9,2,4,7,4,7,2,5,4,0.47
15190,7,5,3,4,5,6,2,3,6,4,5,5,1,3,6,1,5,3,2,3,0.385
15191,5,2,7,3,5,4,5,4,2,2,3,5,8,5,6,8,7,3,5,5,0.45
15192,5,8,5,3,3,12,4,4,4,3,7,5,8,6,1,6,4,7,5,5,0.53
15193,3,5,4,8,4,6,7,5,6,9,2,2,3,7,4,2,5,4,7,2,0.465
15194,2,7,2,6,4,7,6,2,2,3,5,3,8,3,4,4,7,4,8,5,0.515
15195,6,4,1,4,4,7,4,4,5,4,4,8,4,7,2,8,7,1,7,3,0.49
15196,5,7,3,11,3,4,4,6,4,8,7,6,4,4,3,4,2,5,4,4,0.5
15197,3,6,4,7,2,5,5,5,8,4,3,6,2,6,6,5,4,3,3,5,0.455
15198,9,5,4,2,8,3,8,4,6,5,2,4,3,7,8,3,5,8,2,3,0.515
15199,5,5,6,3,5,6,6,5,1,3,8,5,10,2,1,7,2,3,4,5,0.505
15200,6,1,2,6,6,6,5,4,10,5,7,4,5,3,3,6,3,4,1,7,0.515
15201,3,7,4,10,9,4,9,4,10,2,0,8,7,3,6,2,8,4,2,3,0.545
15202,7,7,5,4,3,7,6,5,5,3,3,2,3,8,3,2,3,4,4,3,0.44
15203,3,7,7,3,2,9,4,2,4,3,1,4,6,5,3,3,11,7,6,4,0.51
15204,3,8,4,7,4,3,11,2,3,7,7,7,11,4,7,5,5,7,5,4,0.58
15205,3,7,6,7,5,7,4,5,5,2,5,3,6,6,3,4,2,8,7,6,0.505
15206,8,6,5,5,6,7,6,7,5,8,3,5,5,7,7,5,5,9,6,5,0.63
15207,4,7,5,8,6,4,4,1,4,4,8,4,6,4,5,5,4,4,4,6,0.475
15208,9,6,3,6,4,6,2,7,4,5,3,6,8,5,3,5,7,7,4,3,0.52
15209,6,4,5,6,5,2,6,5,4,4,1,3,5,8,9,4,3,6,5,6,0.51
15210,5,7,2,6,6,6,1,2,6,6,6,4,4,5,5,8,5,2,6,5,0.5
15211,3,4,5,5,6,6,4,8,4,4,7,4,6,5,6,5,5,6,10,3,0.555
15212,2,3,7,5,5,8,2,3,2,5,2,5,7,4,4,3,3,4,7,5,0.43
15213,6,9,6,4,3,9,5,6,6,5,4,4,3,5,3,4,7,2,2,6,0.52
15214,2,7,7,2,4,4,9,5,10,4,5,5,5,3,3,8,8,1,7,9,0.55
15215,7,3,4,4,6,5,5,5,5,2,2,5,2,3,8,4,8,8,3,4,0.49
15216,5,3,4,8,6,4,4,8,3,3,3,5,5,5,5,3,2,7,10,6,0.495
15217,5,3,3,6,5,5,3,6,2,5,6,4,4,5,6,9,7,9,5,0,0.49
15218,6,4,5,7,3,5,10,3,6,7,6,8,7,5,4,5,4,5,5,2,0.56
15219,8,1,7,1,5,4,3,5,5,5,1,2,6,2,3,3,5,4,6,14,0.425
15220,4,3,5,3,9,4,2,3,9,6,7,5,1,3,3,7,5,9,4,5,0.475
15221,4,4,8,3,7,5,4,5,4,3,3,8,7,3,7,4,1,8,1,4,0.46
15222,2,3,4,7,5,3,4,3,3,4,3,2,5,6,3,3,5,5,5,8,0.41
15223,3,3,2,9,6,2,3,9,7,4,6,2,4,7,4,4,6,6,3,4,0.47
15224,7,3,11,3,1,8,4,4,8,3,4,4,4,4,4,8,8,4,3,2,0.475
15225,5,8,4,4,3,5,3,4,4,1,5,10,5,6,3,6,5,4,4,6,0.47
15226,6,3,2,4,3,3,5,3,8,8,6,4,2,6,6,6,4,3,5,7,0.445
15227,4,9,6,6,3,4,7,5,5,4,10,6,1,6,7,3,6,7,2,3,0.56
15228,2,5,5,5,6,4,3,4,4,9,4,4,6,5,4,2,4,3,6,6,0.485
15229,5,7,3,6,6,4,4,3,4,6,2,6,3,6,6,5,8,2,4,7,0.5
15230,6,7,6,5,6,7,3,8,4,6,4,5,3,7,8,4,4,4,9,3,0.57
15231,6,7,5,8,5,8,4,5,2,1,2,6,4,7,4,0,5,7,4,5,0.52
15232,5,4,3,5,5,2,6,5,5,3,5,9,6,6,1,7,3,6,6,4,0.48
15233,4,6,5,6,5,1,9,3,4,8,3,9,4,5,4,4,4,6,4,3,0.49
15234,4,2,5,5,3,4,2,3,5,5,5,0,5,8,7,7,4,5,6,5,0.495
15235,7,7,7,7,3,6,7,7,7,8,9,5,8,7,5,7,7,4,4,6,0.65
15236,6,5,3,4,8,2,3,4,2,6,3,4,10,2,5,2,5,6,3,9,0.435
15237,6,5,7,7,5,3,5,7,6,7,7,1,5,6,6,4,3,7,3,10,0.585
15238,6,7,4,5,9,9,7,8,3,5,4,5,6,6,3,6,5,3,7,2,0.575
15239,6,4,6,3,6,2,5,8,9,6,6,2,7,4,6,7,6,4,3,1,0.505
15240,8,6,7,5,2,5,3,6,4,6,1,3,5,6,2,7,2,6,3,6,0.48
15241,4,9,4,4,5,4,5,4,7,3,4,2,6,2,4,4,9,3,3,7,0.51
15242,0,7,2,2,6,3,10,4,7,4,4,3,6,3,5,6,8,4,5,6,0.47
15243,5,4,6,6,5,8,4,8,3,4,3,2,6,10,5,8,6,6,4,4,0.54
15244,3,7,6,7,2,3,4,8,5,5,6,7,8,2,6,4,6,5,9,3,0.545
15245,4,6,8,5,7,2,2,5,3,8,4,4,9,6,6,3,6,3,5,4,0.53
15246,11,3,7,5,3,2,4,8,2,3,4,5,3,3,7,3,4,5,4,4,0.46
15247,4,4,3,4,1,5,4,3,4,5,4,4,3,1,7,4,2,3,6,3,0.36
15248,9,11,6,13,5,4,4,2,5,5,3,2,10,6,5,4,8,5,3,6,0.605
15249,8,5,7,3,5,5,7,4,5,1,9,5,5,7,3,5,6,3,1,6,0.555
15250,2,0,4,4,5,1,5,2,7,6,5,4,4,4,5,4,6,6,2,3,0.385
15251,2,3,2,4,4,3,5,9,4,6,3,8,7,6,5,5,2,5,4,6,0.46
15252,3,5,4,3,7,7,6,4,6,3,8,4,8,3,2,9,6,7,6,4,0.535
15253,8,4,3,2,5,10,4,9,4,4,5,6,5,5,4,7,9,5,6,2,0.56
15254,6,5,3,8,2,6,7,5,2,2,6,5,4,3,4,4,5,5,4,6,0.515
15255,6,5,4,3,9,6,4,7,5,10,4,3,4,4,4,5,5,5,3,3,0.495
15256,10,3,5,2,7,5,5,3,5,2,7,3,4,6,5,2,3,6,5,3,0.455
15257,4,6,5,8,8,4,5,6,6,6,4,7,3,4,5,4,2,4,6,5,0.55
15258,4,5,5,5,7,3,1,9,5,6,6,7,5,6,5,4,5,5,6,6,0.535
15259,4,9,4,4,5,6,5,3,11,5,3,7,3,8,2,8,4,5,3,4,0.52
15260,5,3,5,4,3,10,4,4,6,13,8,9,4,2,5,3,6,5,4,4,0.545
15261,5,6,9,3,7,3,2,3,4,4,4,5,4,2,12,5,4,3,6,5,0.465
15262,3,5,3,7,4,5,5,2,5,4,8,8,5,6,4,7,6,4,3,3,0.465
15263,6,3,2,8,5,5,6,8,6,4,2,6,6,5,5,3,4,3,4,7,0.485
15264,4,6,4,5,12,4,3,5,8,6,5,4,4,4,4,4,3,1,6,7,0.52
15265,7,2,3,6,3,8,5,2,8,9,5,1,8,2,12,6,0,5,1,5,0.49
15266,4,1,4,11,5,3,4,4,7,3,4,5,5,9,4,3,7,4,3,4,0.49
15267,9,1,5,3,7,5,10,10,5,5,8,3,5,5,6,2,5,7,1,3,0.545
15268,4,2,6,5,2,2,5,8,10,8,5,4,8,8,4,5,5,5,5,3,0.525
15269,2,4,5,3,4,4,5,4,4,6,8,6,4,4,6,4,3,7,5,6,0.49
15270,7,3,7,4,3,8,4,6,6,4,1,3,5,6,4,4,2,6,3,6,0.47
15271,5,6,7,4,8,10,3,5,5,3,4,4,6,3,7,5,5,2,2,5,0.52
15272,3,5,8,5,5,5,4,5,6,4,6,4,5,4,9,5,3,5,6,5,0.54
15273,6,6,2,2,8,2,7,4,3,5,6,4,3,5,5,4,4,4,6,10,0.465
15274,8,5,8,2,8,9,3,6,5,4,4,8,7,8,8,4,8,6,8,9,0.67
15275,9,5,5,1,1,5,6,8,4,9,6,5,6,4,5,6,3,6,7,4,0.53
15276,5,9,4,3,4,10,3,4,7,3,11,6,4,7,7,3,5,8,4,4,0.595
15277,5,2,7,6,4,9,7,3,3,4,7,3,10,5,5,1,6,2,8,6,0.525
15278,4,8,4,6,7,5,8,8,3,3,4,11,11,4,6,9,4,4,3,3,0.61
15279,4,5,5,5,5,6,4,6,5,2,7,5,5,4,8,9,6,7,6,6,0.565
15280,3,0,4,5,1,3,4,7,4,3,7,4,3,2,7,3,7,3,1,2,0.415
15281,5,6,4,8,7,9,4,8,7,1,7,5,5,7,5,4,6,6,2,4,0.58
15282,3,2,3,5,3,1,5,4,2,4,7,7,10,4,4,3,9,5,5,5,0.485
15283,5,6,3,4,3,6,2,8,7,1,3,6,6,6,2,3,2,7,7,4,0.455
15284,4,4,7,6,5,3,6,9,5,2,4,3,8,7,5,6,4,4,2,7,0.54
15285,4,8,4,5,5,5,6,5,3,3,5,6,6,3,5,5,4,2,4,4,0.445
15286,5,4,10,9,6,2,4,5,4,8,2,2,2,9,4,5,9,4,4,2,0.555
15287,5,5,3,6,3,6,5,8,5,5,4,2,2,4,4,4,7,3,4,3,0.42
15288,4,6,8,8,2,2,10,3,3,6,3,5,3,0,7,2,5,6,5,7,0.47
15289,7,4,5,5,7,7,6,5,6,4,5,2,3,4,1,6,5,7,4,9,0.55
15290,4,10,6,6,6,3,6,4,3,3,6,5,5,5,3,1,5,4,8,4,0.51
15291,6,5,4,6,4,6,6,7,8,0,2,5,5,2,5,4,4,5,8,5,0.485
15292,6,3,5,8,4,7,4,6,6,4,4,4,2,1,5,3,4,6,5,5,0.455
15293,3,1,2,8,1,3,6,5,5,5,4,9,2,5,4,7,1,4,4,7,0.43
15294,8,1,5,3,3,3,7,7,5,4,5,4,6,4,4,6,5,7,9,2,0.49
15295,4,4,5,4,4,3,4,7,3,5,3,5,5,3,8,6,6,7,3,7,0.49
15296,4,3,1,6,6,6,7,5,7,3,9,2,3,5,6,2,2,4,4,7,0.445
15297,4,4,5,5,6,4,6,2,3,5,1,5,5,4,6,6,3,8,7,5,0.45
15298,4,6,4,4,4,8,6,5,6,5,6,7,3,6,3,3,3,2,5,4,0.445
15299,2,5,2,4,6,5,4,4,5,5,8,2,6,2,4,3,8,4,5,5,0.44
15300,3,5,4,3,5,4,6,2,4,4,5,5,5,8,5,5,4,8,6,6,0.465
15301,9,3,3,3,5,6,3,6,9,6,3,6,4,5,2,5,3,3,5,4,0.48
15302,4,5,3,3,7,6,4,3,5,6,5,6,2,9,2,3,2,4,4,6,0.45
15303,7,6,6,3,3,7,4,4,4,4,0,4,5,4,5,3,3,5,8,12,0.465
15304,7,5,3,6,5,7,9,4,8,8,4,1,6,5,6,4,7,4,5,3,0.56
15305,3,6,3,5,5,6,4,1,2,10,4,6,3,8,3,5,4,7,2,3,0.425
15306,5,6,2,5,6,4,2,4,2,3,9,5,6,9,6,6,3,2,3,6,0.445
15307,6,4,3,5,4,4,2,3,1,4,4,1,3,8,3,4,3,3,5,2,0.415
15308,11,3,5,8,3,5,2,3,7,8,3,5,4,2,1,5,6,5,3,1,0.435
15309,6,5,9,5,8,3,4,5,4,5,3,7,6,3,5,4,3,5,4,4,0.485
15310,2,2,3,3,3,3,1,3,8,5,3,7,10,8,6,5,6,7,1,5,0.45
15311,9,6,6,2,4,3,7,5,1,2,5,3,0,5,3,4,4,2,4,2,0.38
15312,8,7,8,4,9,6,3,3,3,7,6,4,9,6,5,2,2,8,4,3,0.565
15313,3,9,11,3,3,3,3,5,6,11,6,5,3,5,1,6,3,2,3,5,0.48
15314,3,8,4,4,5,5,6,5,4,4,5,8,8,7,5,4,7,5,7,7,0.575
15315,4,2,4,5,5,8,7,5,4,4,3,9,4,5,5,3,4,2,10,5,0.5
15316,6,5,6,2,4,6,5,6,5,2,4,5,3,5,6,4,3,9,5,4,0.46
15317,9,5,8,5,6,6,5,2,10,5,5,5,2,3,3,3,4,0,4,4,0.515
15318,7,5,4,6,4,4,5,4,5,3,6,2,6,4,8,5,4,6,4,5,0.475
15319,5,6,3,5,4,1,3,4,3,6,3,8,7,4,4,4,5,6,5,4,0.46
15320,7,6,5,6,4,2,6,10,3,9,3,2,7,7,6,4,4,3,2,2,0.475
15321,5,4,6,4,2,7,6,5,8,2,8,4,7,6,7,6,2,7,2,6,0.55
15322,10,1,5,6,3,9,2,2,8,4,6,7,12,4,3,3,1,2,7,10,0.55
15323,3,4,7,7,2,4,5,6,7,4,5,5,4,10,2,3,6,6,0,2,0.44
15324,6,4,2,4,4,10,3,7,7,3,6,5,2,4,3,7,4,3,5,8,0.51
15325,5,4,7,4,1,4,2,4,2,6,2,6,4,14,5,5,2,6,3,9,0.46
15326,7,5,3,6,6,5,5,5,3,5,2,9,4,8,5,6,3,7,4,2,0.555
15327,5,5,2,3,3,7,2,4,2,5,3,6,6,6,8,4,8,7,4,5,0.465
15328,9,2,5,1,4,4,7,5,6,3,5,9,1,7,11,7,4,4,2,3,0.495
15329,7,3,6,7,8,3,5,6,6,5,7,8,5,5,6,4,5,4,6,8,0.58
15330,9,1,5,6,1,5,5,1,6,9,5,6,1,5,4,3,8,1,2,3,0.41
15331,7,6,5,2,3,5,7,6,3,7,3,4,5,6,2,2,5,5,5,1,0.45
15332,10,4,6,2,6,5,6,2,6,7,4,7,2,3,2,3,1,10,3,4,0.48
15333,4,6,5,5,5,6,4,5,6,3,3,4,6,9,6,5,4,0,7,6,0.515
15334,5,1,9,4,4,3,8,7,3,3,4,1,0,5,3,8,8,8,3,4,0.425
15335,5,4,4,4,3,7,3,3,2,8,5,3,5,5,6,2,9,4,5,4,0.47
15336,2,6,2,6,4,1,7,5,5,6,3,4,4,5,7,4,7,6,8,2,0.515
15337,3,4,7,4,10,5,4,5,4,6,2,3,5,2,4,4,4,6,4,4,0.425
15338,4,6,4,6,2,8,2,2,2,5,4,3,6,2,5,4,2,3,2,6,0.37
15339,5,5,4,7,9,7,3,5,4,8,4,3,2,4,3,3,7,2,9,3,0.475
15340,3,3,5,7,7,5,6,2,4,8,7,6,2,4,7,5,3,6,4,3,0.51
15341,5,5,5,3,5,8,4,7,4,6,5,3,4,2,8,9,3,3,5,4,0.485
15342,2,4,5,9,5,5,6,6,5,2,6,4,6,4,7,7,3,4,8,7,0.545
15343,5,1,6,5,7,6,7,2,6,4,4,7,6,10,8,5,5,5,4,2,0.535
15344,2,4,5,5,4,5,5,10,1,5,2,4,3,7,4,3,3,5,5,5,0.44
15345,7,7,8,4,2,6,7,7,5,3,4,4,5,5,5,4,4,6,5,8,0.555
15346,3,4,2,3,5,9,7,4,4,8,6,3,7,5,4,3,5,2,6,3,0.51
15347,4,9,7,2,5,4,5,5,3,4,4,3,4,8,3,5,2,3,5,6,0.485
15348,6,3,5,5,12,4,5,4,5,5,7,7,6,2,6,5,6,7,5,8,0.575
15349,2,8,4,9,3,4,6,7,5,5,3,4,5,3,6,6,4,7,4,9,0.5
15350,6,5,7,9,6,8,8,6,2,5,4,2,3,5,2,4,4,6,6,4,0.51
15351,5,4,3,3,9,4,4,5,7,6,4,3,4,7,5,6,4,4,6,3,0.48
15352,5,5,6,2,4,4,3,4,7,6,5,3,8,4,3,4,4,5,4,6,0.455
15353,2,7,5,3,6,5,6,7,3,6,3,3,7,4,10,9,7,4,4,9,0.56
15354,3,3,5,2,4,6,6,3,4,6,3,4,5,2,7,4,4,7,4,8,0.46
15355,6,7,7,5,5,3,9,5,4,5,3,3,7,2,6,4,9,6,5,8,0.57
15356,6,3,5,6,3,5,3,2,8,4,5,3,3,2,3,1,7,9,9,7,0.515
15357,3,4,3,5,8,3,6,4,5,5,3,8,4,4,4,4,8,8,4,5,0.49
15358,4,5,2,3,1,7,8,4,2,6,9,5,4,3,4,7,4,5,8,8,0.495
15359,6,8,1,5,1,3,6,6,4,9,3,4,5,7,5,1,5,8,3,4,0.49
15360,5,7,10,5,7,6,2,8,8,6,3,3,6,5,2,2,3,6,4,3,0.54
15361,5,6,8,5,5,5,4,3,7,7,2,8,3,8,4,4,3,6,5,6,0.525
15362,9,4,8,3,1,7,2,5,7,6,2,4,3,2,5,7,4,6,6,2,0.46
15363,2,4,3,10,4,3,5,4,8,4,5,5,8,4,6,5,3,5,5,4,0.465
15364,10,6,6,4,4,2,2,10,3,5,8,4,4,4,9,8,5,3,4,6,0.54
15365,4,8,7,4,6,7,3,5,3,5,5,5,3,5,7,12,10,5,8,4,0.61
15366,8,5,7,7,6,4,7,3,3,4,10,3,10,2,5,3,3,5,3,5,0.55
15367,5,3,8,7,1,7,7,10,5,6,1,7,2,8,5,9,6,4,6,4,0.575
15368,9,5,5,7,3,6,10,3,5,4,5,9,7,5,6,5,7,7,3,5,0.61
15369,5,3,8,5,6,5,7,1,4,3,3,3,7,5,3,4,5,4,4,7,0.445
15370,4,6,7,1,5,4,5,8,8,6,9,6,4,4,3,3,4,3,4,5,0.495
15371,7,7,8,3,4,4,6,9,4,7,5,2,5,8,4,10,4,12,5,6,0.625
15372,7,4,5,3,4,5,6,7,6,4,9,4,9,5,11,3,8,1,8,3,0.565
15373,5,2,4,7,6,2,4,2,2,9,4,7,3,1,6,2,8,9,8,6,0.51
15374,5,4,6,2,8,5,4,4,5,5,8,4,5,5,5,5,4,5,4,6,0.505
15375,3,4,7,2,10,3,4,5,5,4,5,1,1,5,7,9,8,2,1,6,0.455
15376,6,7,6,3,6,8,6,8,4,3,6,6,2,3,7,2,4,5,6,8,0.545
15377,4,4,4,6,7,5,8,7,4,6,6,4,4,8,5,3,3,3,9,9,0.55
15378,3,5,5,6,3,5,6,6,5,4,5,3,4,7,7,3,6,4,8,4,0.52
15379,7,5,5,7,3,8,9,6,6,5,4,5,6,4,5,3,6,4,6,4,0.565
15380,6,4,12,5,5,2,5,2,5,12,3,4,4,3,3,2,7,6,3,3,0.48
15381,8,8,5,4,5,5,5,3,6,4,3,4,7,2,4,4,7,6,3,4,0.465
15382,8,8,7,4,6,5,10,2,13,0,8,6,10,6,0,3,7,2,3,5,0.575
15383,4,7,5,2,7,5,5,0,9,10,3,4,3,3,6,7,3,5,4,4,0.5
15384,5,5,7,4,4,6,8,9,4,5,9,5,9,8,4,7,7,5,5,4,0.63
15385,6,4,2,5,4,3,8,6,5,5,7,3,5,3,5,8,5,6,5,3,0.475
15386,7,8,5,5,7,5,7,5,9,6,6,3,8,4,2,6,2,4,5,5,0.57
15387,6,6,10,2,5,5,5,6,8,8,5,4,5,2,5,5,4,6,4,4,0.53
15388,5,7,4,1,5,6,5,7,4,2,6,3,9,5,6,4,6,5,3,5,0.53
15389,7,5,3,4,6,6,4,5,4,5,4,7,12,9,5,4,8,5,5,7,0.6
15390,4,6,7,2,7,5,3,5,12,5,7,7,5,7,5,2,5,8,2,2,0.555
15391,7,5,4,7,6,3,4,5,3,2,3,6,4,5,5,3,4,5,5,8,0.445
15392,3,2,2,3,7,4,7,3,3,9,6,4,7,4,5,8,10,7,3,5,0.51
15393,4,3,6,4,7,5,5,4,3,3,5,2,5,8,2,3,4,5,6,6,0.435
15394,4,6,11,5,7,6,4,8,6,6,7,6,6,6,5,3,5,3,5,3,0.59
15395,4,6,7,2,4,6,12,7,3,6,4,4,4,6,3,5,5,5,2,2,0.475
15396,4,5,8,7,3,3,7,5,5,2,6,6,6,6,8,6,6,8,5,6,0.57
15397,6,6,6,7,6,9,6,7,7,3,4,4,5,5,8,4,2,3,6,1,0.545
15398,5,4,3,5,2,3,5,1,3,4,4,4,6,6,8,5,5,8,3,3,0.44
15399,5,4,7,2,9,2,5,6,7,3,9,3,5,5,6,6,5,4,7,5,0.555
15400,5,7,6,5,3,5,5,2,7,2,2,3,4,6,6,7,7,1,5,5,0.455
15401,4,9,7,6,6,5,3,3,1,2,2,6,2,4,4,9,6,6,6,7,0.475
15402,2,4,4,8,6,4,2,7,8,3,5,8,3,6,3,4,2,5,8,6,0.475
15403,7,2,4,1,4,6,3,6,5,3,2,9,7,4,4,6,4,4,7,2,0.46
15404,2,3,5,2,9,2,5,2,7,2,6,6,2,8,6,3,9,5,7,7,0.53
15405,5,4,5,9,8,6,5,5,1,3,4,4,2,4,2,3,7,4,7,11,0.53
15406,5,3,6,1,7,4,8,5,8,7,6,7,7,2,1,4,3,3,15,2,0.535
15407,11,3,4,5,10,5,3,6,4,5,4,2,7,2,5,3,6,5,2,6,0.5
15408,2,2,4,5,3,7,3,3,4,3,5,7,5,3,6,7,5,6,8,8,0.5
15409,4,8,6,5,5,4,2,5,2,9,6,3,9,4,7,6,2,7,6,5,0.535
15410,8,4,5,3,5,3,7,2,3,10,6,6,3,4,5,5,5,6,3,4,0.485
15411,4,7,4,8,2,4,5,1,4,4,6,4,6,3,5,7,4,8,6,4,0.48
15412,2,4,5,4,5,4,6,6,7,7,5,10,6,5,6,4,5,8,8,6,0.595
15413,5,5,6,7,5,4,3,5,6,5,4,7,4,5,7,5,9,6,5,2,0.535
15414,5,3,2,4,5,4,4,3,6,6,4,4,8,6,8,3,7,3,5,2,0.51
15415,10,5,13,5,6,4,6,6,8,5,4,4,4,5,4,6,1,6,2,4,0.56
15416,4,5,5,7,7,9,2,6,3,5,7,4,2,1,3,1,3,2,5,5,0.4
15417,7,3,4,5,6,6,3,2,4,3,4,7,7,8,5,10,3,4,3,3,0.49
15418,5,4,4,5,4,5,4,4,6,10,4,4,9,5,5,7,4,8,9,3,0.57
15419,5,8,6,4,3,5,7,5,6,5,2,1,4,6,4,4,3,3,5,5,0.495
15420,6,7,3,8,4,5,9,3,4,5,4,7,4,5,2,5,6,6,4,3,0.495
15421,7,5,5,3,7,6,8,3,7,7,5,5,3,1,2,6,6,1,3,4,0.49
15422,3,6,7,6,8,4,4,3,4,4,7,4,5,4,4,6,7,5,2,5,0.475
15423,6,5,5,6,4,4,7,7,4,12,3,5,7,7,7,6,6,2,6,3,0.57
15424,5,6,3,5,2,9,5,3,2,7,5,5,4,5,5,6,7,5,3,4,0.48
15425,4,5,4,7,5,6,3,3,8,3,2,4,3,2,4,5,8,7,5,4,0.435
